2024-12-26 14:08:10,695 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-12-26 14:08:10,731 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-12-26 14:08:10,732 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-12-26 14:08:10,732 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-12-26 14:08:10,735 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-12-26 14:08:10,735 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-12-26 14:08:10,736 INFO  SwAddin.cs: 201 - Setting up command manager
2024-12-26 14:08:10,737 INFO  SwAddin.cs: 204 - Adding command manager
2024-12-26 14:08:10,739 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-12-26 14:08:10,740 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-12-26 14:08:10,740 INFO  SwAddin.cs: 210 - Adding event handlers
2024-12-26 14:08:10,905 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-12-26 14:11:16,239 INFO  SwAddin.cs: 351 - Part export called
2024-12-26 14:11:16,472 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Round trainer eduted v1.0
2024-12-26 14:11:16,500 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Round trainer eduted v1.0
2024-12-26 14:11:16,501 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Round trainer eduted v1.0
2024-12-26 14:11:16,501 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Round trainer eduted v1.0
2024-12-26 14:11:16,502 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Round trainer eduted v1.0
2024-12-26 14:11:16,502 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Round trainer eduted v1.0
2024-12-26 14:11:16,502 INFO  SwAddin.cs: 367 - Showing part
2024-12-26 14:11:33,263 INFO  SwAddin.cs: 351 - Part export called
2024-12-26 14:11:33,272 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Round trainer eduted v1.0
2024-12-26 14:11:33,272 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Round trainer eduted v1.0
2024-12-26 14:11:33,273 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Round trainer eduted v1.0
2024-12-26 14:11:33,273 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Round trainer eduted v1.0
2024-12-26 14:11:33,274 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Round trainer eduted v1.0
2024-12-26 14:11:33,274 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Round trainer eduted v1.0
2024-12-26 14:11:33,274 INFO  SwAddin.cs: 367 - Showing part
2024-12-26 14:11:40,171 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-12-26 14:11:40,172 INFO  SwAddin.cs: 305 - A rebuild is required
2024-12-26 14:11:40,172 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-26 14:11:40,333 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-26 14:11:40,336 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-12-26 14:11:40,337 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Assem1
2024-12-26 14:11:40,338 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2024-12-26 14:11:40,338 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-26 14:11:40,339 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-12-26 14:11:40,341 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Round trainer eduted v1.0-2
2024-12-26 14:11:40,341 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Round trainer eduted v1.0-2
2024-12-26 14:11:40,342 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Round trainer eduted v1.0-2
2024-12-26 14:11:40,342 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2024-12-26 14:11:40,343 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Assem1
2024-12-26 14:11:40,343 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2024-12-26 14:11:40,344 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-26 14:11:40,345 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-12-26 14:11:40,345 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Round trainer eduted v1.0-2
2024-12-26 14:11:40,346 INFO  ExportHelperExtension.cs: 1136 - Found 61 in Round trainer eduted v1.0-2
2024-12-26 14:11:40,347 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Round trainer eduted v1.0-2
2024-12-26 14:11:40,611 INFO  SwAddin.cs: 339 - Loading config tree
2024-12-26 14:11:40,614 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2024-12-26 14:11:40,621 INFO  SwAddin.cs: 344 - Showing property manager
2024-12-26 14:11:50,685 INFO  ExportPropertyManager.cs: 416 - Configuration canceled
2024-12-26 14:11:50,719 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2024-12-26 14:12:28,188 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2024-12-26 14:12:28,189 INFO  SwAddin.cs: 299 - Save is required
2024-12-26 14:12:28,189 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-26 14:12:28,634 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-26 14:12:28,634 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2024-12-26 14:12:28,635 INFO  ExportHelperExtension.cs: 1136 - Found 26 in Assem1
2024-12-26 14:12:28,635 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2024-12-26 14:12:28,636 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-26 14:12:28,704 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2024-12-26 14:12:28,706 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Round trainer eduted v1.0-2
2024-12-26 14:12:28,707 INFO  ExportHelperExtension.cs: 1136 - Found 59 in Round trainer eduted v1.0-2
